customer_id,recency_days,frequency,monetary_value,avg_order_value,days_since_signup,total_orders,support_tickets,age,churned
71,92,9,991.54,204.69,379,4,0,49,1
72,41,11,966.69,117.44,528,7,1,40,0
73,97,9,376.41,26.36,864,13,2,48,1
74,0,19,11958.63,610.05,694,18,1,27,0
75,47,20,1189.2,58.23,991,19,1,48,0
76,46,15,621.28,224.85,137,2,0,54,0
77,51,10,963.28,228.85,202,4,1,58,1
78,65,10,50.0,10.63,287,4,0,70,1
79,115,10,782.67,489.16,118,1,2,43,1
80,3,13,3415.62,245.67,453,9,1,44,0
81,9,15,2453.74,470.19,215,4,0,18,0
82,0,29,1474.24,51.68,1068,25,0,32,0
83,21,5,665.9,192.13,241,3,0,37,1
84,277,9,906.03,195.02,345,4,1,55,1
85,31,12,2047.34,138.32,719,14,4,30,0
86,69,5,546.51,299.56,162,1,2,51,0
87,285,15,1811.19,699.81,111,2,1,39,1
88,64,13,2697.82,246.04,489,9,4,37,1
89,8,25,727.64,41.48,514,15,0,43,0
90,116,10,1569.91,127.65,706,11,2,34,1
91,48,16,4560.35,276.28,605,16,0,33,0
92,251,23,4858.19,304.93,526,16,3,18,0
93,110,6,1541.38,518.92,262,2,1,36,0
94,325,15,3131.7,246.01,505,12,1,32,1
95,145,13,1514.97,136.32,525,11,1,32,1
96,13,11,2064.7,438.47,255,4,3,46,0
97,118,2,1163.81,143.67,1247,7,1,49,1
98,42,15,684.46,41.23,588,17,1,43,0
99,11,5,363.14,174.69,205,1,0,54,1
100,62,8,239.14,26.42,708,8,0,48,1
101,8,4,2740.96,417.9,783,7,1,35,1
102,91,14,1128.61,62.9,566,15,2,33,1
103,31,11,5532.43,817.82,365,6,4,44,0
104,80,22,1493.4,168.08,247,8,5,48,0
105,92,5,894.28,142.77,411,6,2,60,1
106,161,7,588.4,146.47,541,4,2,57,1
107,9,24,360.39,33.86,437,11,0,31,0
108,54,20,8856.99,337.64,1017,26,2,38,0
109,142,10,773.1,67.76,644,11,1,50,1
110,18,10,325.64,101.66,226,2,0,56,0
111,120,6,1669.0,584.59,188,2,2,54,1
112,22,13,2014.01,225.73,591,9,0,39,0
113,136,5,1011.35,294.71,370,3,1,21,1
114,48,12,807.83,70.25,679,10,0,25,0
115,76,11,1035.86,100.82,588,10,1,44,1
116,28,15,3079.94,247.02,412,10,3,45,1
117,137,6,840.95,273.54,228,2,2,23,1
118,10,6,195.12,94.89,122,1,0,40,1
119,16,8,310.23,51.22,499,6,2,49,1
120,7,8,1539.79,384.64,160,2,1,22,0
121,196,13,1121.89,264.92,221,4,1,56,1
122,51,4,50.0,14.4,480,2,0,34,1
123,38,16,2642.91,259.86,450,9,0,58,0
124,25,10,2054.84,614.03,176,3,1,31,0
125,44,11,457.36,38.78,836,8,2,24,1
126,17,14,395.27,34.64,823,9,1,33,1
127,238,6,2479.96,339.19,603,7,0,38,1
128,25,4,3287.76,542.48,602,4,0,34,0
129,223,2,390.37,120.44,603,3,1,36,1
130,50,8,762.86,68.04,779,10,1,45,1
131,50,1,2518.8,860.58,654,2,4,37,1
132,91,18,641.09,131.67,243,4,0,39,0
133,48,10,1121.37,215.96,367,4,0,18,1
134,23,7,1150.08,108.16,1500,11,0,45,0
135,41,9,285.63,124.52,83,1,0,38,1
136,49,2,535.55,169.93,308,2,0,64,1
137,20,16,407.29,33.96,839,11,0,25,0
138,37,11,2338.65,443.81,255,4,2,18,0
139,10,3,969.8,99.09,665,7,0,49,0
140,200,10,2876.36,374.98,446,7,0,45,1
141,86,3,310.2,74.77,268,3,1,24,1
142,13,15,2061.71,971.65,68,1,0,18,0
143,119,7,369.39,50.26,490,8,0,63,1
144,22,10,548.39,145.6,239,3,2,61,0
145,59,13,247.05,32.45,400,6,0,18,0
146,161,13,814.8,79.25,599,9,0,33,1
147,103,10,1209.08,91.78,741,11,1,64,1
148,10,6,1235.02,225.54,308,4,0,32,0
149,51,13,2644.31,341.86,268,6,0,32,1
150,78,14,1026.72,258.84,158,3,0,35,0
151,19,3,538.84,69.65,763,6,3,23,1
152,5,22,2165.98,65.07,1406,28,0,18,0
153,12,6,1046.92,56.67,813,14,0,55,0
154,241,9,1413.06,111.46,923,12,0,18,1
155,136,9,605.95,126.07,256,4,0,43,0
156,113,17,2261.67,155.0,577,13,0,53,0
157,24,1,609.81,107.18,703,5,3,18,1
158,45,18,955.94,377.77,30,1,1,26,0
159,50,8,1733.23,355.72,196,3,0,58,0
160,134,8,263.92,11.38,1113,22,2,47,1
161,29,19,622.84,132.11,133,4,1,30,0
162,44,17,3514.98,174.52,1011,18,0,58,0
163,73,3,1426.12,759.22,133,1,3,58,1
164,40,2,1429.57,749.77,203,1,1,44,0
165,1,21,4338.72,316.87,584,15,0,26,0
166,52,7,3150.18,412.92,454,6,1,33,0
167,48,10,1948.9,312.75,329,5,0,44,0
168,3,8,4566.47,290.98,1088,15,1,37,1
169,44,12,2613.81,912.38,161,2,2,54,0
170,53,8,111.27,12.69,390,6,1,18,0
171,6,25,710.56,44.32,630,15,0,18,0
172,10,13,1279.05,130.61,521,9,0,42,0
173,206,8,1974.55,465.54,274,3,0,32,1
174,14,12,2207.53,529.09,281,4,0,30,0
175,28,8,2392.13,171.18,734,13,1,18,0
176,25,10,826.6,75.97,755,9,0,40,0
177,72,12,2113.99,264.93,530,8,2,39,1
178,84,4,1200.44,586.16,232,1,1,49,1
179,160,13,1377.56,231.12,288,5,0,41,0
180,40,6,920.59,153.12,427,5,1,38,1
181,124,4,559.49,210.63,468,2,1,57,1
182,34,9,660.65,62.54,615,9,0,20,0
183,16,15,1723.58,159.01,376,9,0,48,0
184,195,1,2291.03,336.95,724,5,0,18,1
185,37,18,347.55,21.33,719,15,0,27,0
186,27,18,4273.82,172.48,942,24,1,21,0
187,159,12,4125.52,574.37,439,6,1,51,0
188,157,18,4916.02,427.11,535,10,1,39,1
189,47,6,572.34,106.14,396,4,1,39,0
190,1,6,695.75,267.03,234,2,0,23,1
191,2,14,1604.46,46.23,1387,30,5,35,0
192,70,8,5500.03,315.63,871,13,0,28,0
193,132,11,1378.95,114.53,710,11,2,45,1
194,132,14,1000.94,169.09,429,6,0,25,1
195,169,9,650.18,173.25,219,3,0,59,1
196,139,3,1929.64,252.86,788,7,1,18,0
197,108,20,2562.34,349.19,391,7,1,27,1
198,134,9,3573.8,335.01,566,9,2,65,1
199,116,14,1659.24,254.01,287,5,0,33,0
200,25,14,10010.75,999.45,509,9,3,20,0
201,41,4,2231.66,813.33,300,2,2,43,1
202,24,14,1533.65,205.39,308,6,0,32,0
203,11,13,934.45,107.5,505,7,1,27,0
204,31,7,987.18,321.9,131,2,0,23,1
205,187,6,1521.41,836.03,137,1,0,75,1
206,205,17,2217.43,329.16,254,6,0,36,1
207,12,7,488.82,165.02,373,2,0,18,1
208,79,9,3373.49,375.65,738,7,1,62,0
209,249,9,404.28,63.23,387,5,1,49,1
210,16,11,418.32,33.81,427,10,2,28,0
211,116,14,1922.47,207.39,353,7,0,26,1
212,20,17,4368.91,326.32,535,11,0,50,0
213,36,11,904.74,243.96,232,3,1,36,0
214,167,12,2288.53,296.02,402,7,1,18,1
215,4,9,761.61,151.68,562,4,0,66,0
216,41,11,4592.21,414.7,502,9,0,33,0
217,52,8,2936.19,353.33,437,7,1,62,1
218,138,16,3584.71,334.8,440,10,0,59,0
219,39,23,2085.84,119.38,597,15,0,24,0
220,195,12,5231.3,175.26,1426,28,2,55,1
221,32,2,628.04,311.92,244,1,0,30,1
222,54,5,176.07,13.48,1450,14,0,18,1
223,1,15,1847.26,404.69,236,4,5,33,0
224,277,15,589.91,350.29,60,1,0,45,1
225,20,7,1680.36,527.16,296,2,0,33,1
226,168,14,3880.42,341.35,541,11,0,35,0
227,39,7,736.6,42.1,1253,17,0,57,1
228,15,3,699.85,387.87,219,1,1,41,1
229,32,16,428.41,55.55,594,8,3,27,0
230,30,6,2041.89,608.27,149,2,1,50,1
231,210,11,2127.94,80.19,1227,24,1,42,1
232,96,13,538.72,30.13,881,14,0,18,1
233,14,14,1912.99,257.6,309,7,1,46,0
234,42,19,6169.36,282.18,966,19,0,45,0
235,70,14,2157.56,248.55,400,7,0,40,0
236,53,15,4268.0,263.9,909,16,3,53,0
237,177,10,1049.85,112.05,434,7,0,29,1
238,9,7,1331.8,145.48,447,7,1,45,0
239,3,3,236.65,55.95,313,3,0,18,1
240,56,16,1539.74,128.65,643,11,0,46,0
241,100,9,2259.53,436.4,469,4,1,69,1
242,118,10,1983.13,252.12,603,7,1,25,1
243,20,2,807.96,449.02,120,1,0,28,0
244,17,5,1973.27,173.73,928,11,3,29,1
245,85,23,5375.44,167.89,1069,29,4,41,0
246,25,15,471.87,44.29,468,9,1,24,0
247,76,10,3058.01,128.78,1367,24,1,46,1
248,10,14,2744.02,111.76,1182,23,2,52,0
249,115,10,417.4,46.2,652,9,1,48,0
250,164,21,1670.0,69.49,974,23,0,18,0
251,253,10,308.93,17.74,825,14,0,54,1
252,52,10,1187.27,602.87,94,1,0,54,0
253,20,8,796.77,157.89,358,4,3,52,0
254,9,15,440.79,34.64,680,12,0,45,0
255,22,6,1312.51,71.39,1111,15,0,43,0
256,49,21,1510.66,326.55,140,3,1,55,0
257,42,8,996.72,575.95,100,1,5,68,1
258,42,13,819.3,107.85,417,6,3,25,1
259,50,6,1330.26,640.81,65,1,0,56,1
260,115,9,901.47,90.82,407,7,1,38,1
261,120,12,1502.56,151.13,550,9,1,38,1
262,1,7,1529.61,421.72,211,2,0,18,0
263,192,7,2416.78,299.36,415,7,0,35,1
264,35,9,1097.57,101.7,779,10,2,25,1
265,20,8,1138.46,134.59,295,7,0,33,1
266,352,14,1226.32,216.87,239,5,0,23,1
267,9,8,1060.66,177.67,402,5,2,33,1
268,28,9,632.33,163.54,194,3,0,33,1
269,129,19,5575.86,187.71,1307,28,3,41,0
270,38,16,253.33,31.69,443,7,0,18,0
271,204,6,731.75,177.16,258,4,2,18,1
272,22,4,286.72,70.22,499,3,1,45,1
273,30,17,2408.17,240.57,401,8,1,28,0
274,3,11,5638.66,687.57,371,7,1,56,0
275,40,12,2729.77,496.75,295,5,2,43,0
276,0,17,266.12,34.23,284,6,0,49,0
277,30,6,798.26,314.16,122,1,0,61,1
278,89,10,2917.42,120.95,973,17,0,35,1
279,67,20,3006.69,232.1,626,12,1,31,0
280,39,10,1246.31,235.38,531,4,2,53,1
281,0,20,2755.4,336.55,396,8,2,47,0
282,7,19,1652.23,323.94,208,4,0,37,0
283,16,17,2771.59,792.41,246,3,0,60,0
284,1,1,2074.17,874.62,135,1,0,36,0
285,20,3,470.42,158.48,269,2,0,40,1
286,50,12,1116.41,298.68,186,3,0,40,0
287,9,9,3157.71,167.12,1143,18,0,25,0
288,154,7,659.3,76.89,748,8,1,41,1
289,4,6,521.78,134.18,456,3,2,60,1
290,120,5,1842.89,320.13,226,4,0,46,0
291,45,7,91.94,27.22,194,2,2,40,1
292,65,11,492.06,82.69,379,5,1,37,0
293,43,13,1626.46,177.42,767,10,2,44,0
294,35,14,2954.32,687.7,138,3,0,51,0
295,85,8,597.1,44.95,621,13,2,49,1
296,18,9,416.95,138.32,268,2,1,35,0
297,52,6,536.13,140.45,305,3,0,44,1
298,129,6,2023.46,340.19,447,5,0,47,1
299,11,12,2605.73,600.4,231,3,4,24,0
300,6,14,1245.12,220.05,366,5,1,42,0
301,71,7,657.53,168.23,217,3,1,18,1
302,248,8,1405.67,271.79,284,5,2,47,1
303,33,16,3224.45,261.0,695,12,1,49,0
304,107,14,899.05,86.86,463,8,1,51,0
305,41,13,486.24,32.5,694,15,0,34,0
306,16,16,412.56,55.67,266,7,3,44,0
307,47,10,568.35,65.72,623,8,0,61,0
308,45,6,1305.74,741.19,109,1,1,61,0
309,19,12,1227.12,110.66,447,8,5,39,1
310,25,17,431.13,33.03,649,14,1,42,0
311,38,7,125.68,64.6,105,1,1,56,1
312,165,3,1175.79,430.38,268,2,4,18,1
313,16,24,692.29,48.97,447,12,0,35,0
314,126,22,3163.34,113.05,802,22,2,60,0
315,0,12,2642.8,434.41,284,5,0,54,0
316,6,23,1328.35,89.76,608,14,0,45,0
317,1,15,5361.49,221.47,1011,20,1,18,0
318,84,17,708.83,46.94,626,15,0,39,0
319,9,10,1825.91,270.15,376,6,3,31,1
320,64,8,4355.19,418.32,552,11,1,44,1
321,95,14,510.06,102.64,278,4,0,27,0
322,49,9,2321.52,238.38,459,10,0,24,1
323,6,12,431.07,61.82,389,6,0,18,0
324,146,5,1951.26,220.57,540,8,0,58,1
325,13,16,1808.46,193.68,323,9,1,34,0
326,6,14,3526.97,299.69,560,11,2,42,1
327,103,10,1356.02,250.72,320,4,1,39,0
328,2,7,622.37,38.53,743,13,3,23,0
329,57,16,743.33,112.96,344,5,0,21,0
330,37,11,208.57,108.51,67,1,1,24,1
331,41,9,1311.33,340.16,199,3,1,29,0
332,104,14,3566.46,446.51,438,8,0,45,0
333,3,6,2312.01,164.41,1137,13,1,28,0
334,65,22,1155.37,66.78,726,17,1,66,0
335,61,21,1754.82,952.32,53,1,1,55,1
336,177,5,2341.15,1007.69,127,1,1,52,1
337,50,17,1147.81,41.26,864,24,5,38,1
338,12,11,3879.63,252.03,647,16,2,62,0
339,3,12,3268.24,110.0,1500,26,0,36,0
340,36,15,1114.27,148.04,311,6,0,39,0
341,112,1,1046.22,557.93,228,1,0,42,1
342,2,12,1724.5,186.31,454,7,0,50,0
343,22,6,439.77,131.34,307,2,1,49,1
344,102,11,1054.67,104.53,816,9,1,32,0
345,16,15,3095.08,410.95,299,6,0,32,0
346,38,5,1036.49,217.23,358,3,0,49,1
347,87,14,1470.65,290.91,204,4,2,50,1
348,35,14,2472.39,259.15,696,9,2,34,0
349,77,20,716.42,106.3,214,5,0,18,0
350,23,9,3381.16,552.2,566,5,4,36,0
351,285,0,593.43,83.24,1253,7,1,49,1
352,7,9,290.15,151.46,92,1,0,67,1
353,91,13,1942.75,91.95,1039,18,0,22,0
354,5,9,1193.07,189.63,521,6,0,33,0
355,150,5,2524.09,1319.54,179,1,0,34,1
356,10,10,1145.69,222.02,466,4,0,60,1
357,54,15,1638.5,133.71,684,12,1,39,0
358,29,9,658.11,152.59,239,3,4,26,1
359,69,8,943.85,117.27,587,7,0,48,0
360,4,4,3810.81,183.71,1091,19,4,33,1
361,127,16,1112.93,206.29,299,5,1,21,1
362,98,6,1240.7,369.6,202,2,1,26,1
363,28,12,761.65,114.55,397,6,1,66,0
364,44,11,3016.85,493.93,449,5,1,45,0
365,71,9,891.15,137.39,841,5,1,41,1
366,52,19,1623.35,160.46,388,8,2,36,0
367,80,6,959.72,264.03,319,3,0,44,1
368,12,7,1470.28,521.56,198,2,0,44,0
369,100,14,1300.54,360.52,105,2,0,44,1
370,43,10,776.62,274.69,153,2,0,41,0
371,135,3,2595.35,1112.42,152,1,0,53,1
372,217,4,900.83,233.57,361,3,0,40,0
373,9,3,3841.38,1447.07,124,1,0,25,0
374,35,5,429.58,65.68,417,4,1,30,1
375,46,15,682.95,30.86,1237,22,2,18,0
376,9,13,1187.67,114.88,856,11,1,70,0
377,17,17,1230.18,175.63,358,7,0,52,0
378,4,4,460.81,25.04,1500,17,4,27,1
379,42,28,643.68,69.97,451,9,4,35,0
380,39,17,1689.08,152.74,494,10,1,30,1
381,2,7,1572.09,231.53,392,6,1,63,0
382,19,19,1548.24,149.56,423,9,0,18,0
383,37,10,1302.74,281.53,292,4,3,41,1
384,22,19,2699.79,363.95,362,7,0,38,0
385,1,3,546.85,37.9,1044,14,1,52,1
386,26,7,2512.57,144.24,913,14,2,38,1
387,6,9,1019.51,546.28,64,1,1,18,0
388,0,6,701.12,360.37,137,1,1,36,1
389,32,8,1613.33,416.56,242,3,1,25,1
390,26,19,1080.88,31.67,771,20,1,41,0
391,189,7,2963.5,297.04,925,7,1,61,1
392,8,15,403.31,33.35,682,12,0,18,0
393,88,9,1468.47,436.49,178,3,0,27,1
394,21,10,1842.26,335.55,296,4,0,31,0
395,43,14,3429.69,307.16,593,10,3,34,0
396,39,11,1873.22,227.92,366,5,0,51,1
397,49,8,3028.32,727.13,332,3,0,37,0
398,105,9,4083.55,799.16,335,4,2,46,0
399,1,15,4692.9,313.42,872,13,0,30,0
400,23,16,2361.73,167.73,632,15,2,43,0
401,36,1,1109.16,569.13,348,1,0,51,1
402,7,9,435.15,45.52,536,8,0,29,0
403,0,1,671.71,352.45,159,1,0,51,1
404,107,3,1065.46,393.35,296,2,1,40,1
405,160,8,1102.03,96.87,821,9,2,55,1
406,26,10,949.89,429.28,117,1,0,36,0
407,47,24,2307.23,120.06,637,15,0,45,0
408,359,12,213.23,103.82,63,1,0,39,1
409,14,4,1327.06,80.0,1149,16,0,38,1
410,23,10,778.42,236.06,291,2,0,43,0
411,131,7,1247.3,175.37,561,7,0,48,1
412,0,10,817.17,147.6,467,5,1,21,0
413,57,14,963.39,72.64,479,11,0,61,0
414,40,15,2360.76,176.29,530,11,2,18,1
415,95,8,1128.51,482.34,99,1,0,29,1
416,49,13,1358.06,107.83,485,11,2,38,0
417,63,1,1534.33,881.24,381,1,1,46,0
418,85,11,447.96,67.74,293,5,4,63,1
419,62,6,440.1,115.81,242,3,3,18,1
420,312,9,112.18,22.43,493,4,2,32,1
421,74,15,1796.98,295.09,204,4,5,18,1
422,110,12,1821.54,164.41,812,11,0,40,0
423,44,5,684.91,129.63,587,4,1,44,1
424,160,21,327.24,21.95,513,13,0,63,1
425,37,14,578.59,30.34,791,18,0,41,0
426,32,7,2559.99,1239.37,85,1,1,55,0
427,204,9,379.92,104.07,155,3,3,48,1
428,38,5,382.05,71.53,604,4,0,33,1
429,35,6,533.79,136.12,252,3,1,18,1
430,67,4,99.49,26.12,277,3,2,44,1
431,131,11,1547.15,343.29,137,3,0,18,1
432,30,7,2609.79,654.83,204,3,2,59,0
433,122,11,456.83,29.57,823,13,0,37,1
434,13,9,2529.84,240.19,595,10,0,57,1
435,12,12,2254.0,188.56,490,8,0,32,0
436,51,2,410.63,231.85,285,1,2,44,1
437,22,9,999.36,189.68,470,4,1,43,0
438,50,7,2024.11,186.7,867,10,3,39,1
439,0,14,2420.67,495.45,257,4,1,33,0
440,16,21,1980.98,144.41,423,12,1,45,0
441,221,8,1786.4,166.99,1191,9,1,26,1
442,114,19,1147.41,68.74,676,16,0,21,0
443,2,6,85.32,23.97,287,3,0,58,1
444,91,18,1904.0,153.26,643,12,6,50,1
445,35,16,833.62,266.15,115,2,1,40,0
446,140,4,443.11,166.67,411,2,0,64,1
447,16,21,526.23,47.33,642,12,0,35,0
448,52,13,791.32,64.06,555,11,0,59,0
449,336,6,1339.5,172.06,639,7,1,42,1
450,34,1,870.74,300.47,728,2,2,24,1
451,166,7,2572.73,330.31,583,8,0,67,1
452,165,6,551.07,117.54,572,4,0,54,1
453,8,22,3517.89,274.81,497,13,0,38,0
454,12,25,2189.53,432.41,186,5,0,50,0
455,9,10,902.28,76.9,823,11,1,33,0
456,24,10,643.68,68.51,421,9,1,52,1
457,51,11,5153.76,530.43,666,9,0,18,1
458,157,16,2835.53,165.58,772,16,1,24,1
459,31,15,1003.83,144.67,298,5,0,54,1
460,289,13,1389.07,176.9,317,6,0,36,1
461,36,10,1294.33,182.26,348,5,0,43,1
462,56,14,1540.38,106.66,918,14,0,19,0
463,200,16,1218.92,215.2,219,5,0,67,1
464,79,2,880.75,112.35,1014,6,0,57,1
465,33,12,1077.85,91.72,493,10,1,36,0
466,39,20,2691.89,190.72,516,13,0,33,1
467,63,5,771.37,148.56,751,5,3,55,0
468,8,6,683.62,94.28,458,6,0,69,1
469,20,27,1068.06,61.74,828,19,2,54,0
470,46,15,1136.75,157.94,298,4,0,72,0
471,121,5,2100.45,164.86,994,13,0,26,1
472,0,18,2548.59,245.0,314,8,1,27,0
473,116,11,2176.97,126.44,1017,16,4,22,1
474,24,7,1160.26,263.63,321,3,2,46,0
475,91,9,831.83,135.16,355,5,0,42,0
476,94,14,3543.19,862.1,199,3,0,37,0
477,169,2,3503.16,1081.66,244,2,0,52,1
478,227,8,152.12,30.24,423,4,0,58,1
479,151,13,1528.56,140.99,506,10,0,18,1
480,69,11,3972.14,219.17,792,15,1,31,0
481,89,11,356.22,64.16,373,4,0,52,1
482,79,13,3290.19,749.34,179,4,0,32,0
483,53,9,2530.23,418.94,555,5,0,28,1
484,115,6,2541.01,365.57,484,6,1,55,1
485,46,7,197.94,22.63,595,7,0,20,1
486,77,24,2950.86,271.64,271,10,0,35,1
487,112,4,889.11,279.46,295,2,1,44,0
488,42,14,2283.17,402.25,271,5,1,31,0
489,40,18,7775.08,369.72,886,19,0,51,0
490,63,15,1756.45,106.98,1000,15,5,31,1
491,23,17,894.62,134.63,286,7,4,61,0
492,62,7,642.15,225.03,290,2,0,38,1
493,151,13,2239.98,182.86,647,11,2,50,1
494,23,14,1134.84,43.79,1067,25,2,51,0
495,63,19,5218.4,215.84,1206,26,0,30,0
496,2,9,742.28,165.15,276,3,0,18,0
497,11,3,463.44,231.29,328,1,2,45,1
498,170,6,878.32,125.72,523,6,0,41,1
499,192,4,1635.98,277.14,539,5,0,48,1
500,52,15,1100.54,148.47,383,6,0,36,0
501,68,8,1401.71,341.97,238,3,1,33,1
502,42,5,78.35,15.85,423,3,0,70,1
503,61,12,1516.63,123.6,1205,12,0,18,0
504,148,10,2331.83,305.55,298,6,0,51,1
505,9,19,1399.26,97.82,502,16,6,31,0
506,49,10,4520.41,137.26,1500,32,0,34,0
507,152,9,350.11,62.83,295,4,0,35,1
508,3,26,5458.14,201.64,666,22,4,27,0
509,12,18,482.12,20.38,1236,22,1,48,1
510,49,11,1393.75,112.01,631,12,1,60,1
511,63,13,3535.21,217.44,848,16,11,47,1
512,80,13,883.56,72.66,722,10,3,41,0
513,12,15,6912.95,537.95,600,16,2,25,0
514,46,21,1802.79,98.94,980,19,3,47,0
515,31,8,1022.3,116.34,653,9,1,72,1
516,24,14,409.78,53.0,385,7,0,34,0
517,5,6,579.59,65.13,477,7,3,34,1
518,7,17,585.63,31.24,551,18,0,31,0
519,114,10,1716.05,281.72,327,5,2,32,1
520,44,9,544.6,97.93,492,5,0,18,0
521,75,19,3236.35,345.6,447,8,0,46,0
522,140,4,269.26,43.6,652,5,1,27,1
523,106,12,6711.55,212.14,1433,25,8,18,0
524,290,9,1792.76,182.81,510,9,1,51,1
525,15,20,634.27,24.08,1083,23,0,23,0
526,5,10,1343.39,101.67,638,12,3,34,1
527,48,13,1780.39,157.32,490,10,0,61,0
528,192,17,3113.85,383.97,314,6,0,18,0
529,18,5,1672.44,316.7,493,4,0,18,1
530,57,9,2344.38,244.28,473,8,0,44,0
531,41,6,914.57,314.85,258,2,1,57,1
532,80,4,756.39,231.89,288,2,0,18,0
533,38,12,1705.6,150.54,554,11,0,46,1
534,159,29,7211.27,230.15,1076,32,5,48,0
535,135,0,2120.08,1006.97,414,1,0,18,1
536,80,19,3434.3,844.2,131,3,0,51,0
537,33,9,667.13,341.01,54,1,1,53,1
538,100,11,1032.1,326.89,196,2,0,35,0
539,49,12,1660.04,172.24,677,9,1,58,1
540,156,5,1528.13,554.96,155,2,1,57,1
541,102,12,2671.29,249.05,744,11,2,41,1
542,74,12,2373.28,175.02,654,14,0,33,0
543,20,9,430.93,48.6,404,8,0,25,0
544,63,8,971.5,227.52,259,3,2,39,1
545,155,11,606.6,113.78,366,5,0,48,0
546,62,14,2122.27,234.34,545,8,0,35,0
547,96,19,505.26,104.74,159,4,0,18,0
548,44,17,1681.13,58.0,1012,20,1,59,1
549,107,17,4615.69,493.46,542,10,0,42,0
550,44,21,2686.62,223.24,582,13,1,34,0
551,121,14,1829.83,147.2,651,10,1,52,1
552,42,13,1205.43,58.19,954,19,4,62,1
553,82,8,4227.11,363.85,493,10,2,18,1
554,4,5,2745.18,332.98,677,6,1,46,0
555,43,8,2889.56,662.51,263,3,2,18,1
556,9,16,2163.71,82.37,1209,31,1,47,0
557,20,7,50.0,12.94,472,3,2,41,1
558,61,6,312.88,118.68,262,2,2,49,1
559,48,15,1680.61,334.81,314,4,1,32,0
560,126,6,855.01,335.59,81,1,0,18,1
561,45,10,915.46,148.48,313,5,1,33,1
562,178,15,1141.12,565.97,39,1,0,46,1
